Beta,Energy,density,assortativity_norm,clustering
12.984105635239217,475.81555770929594,0.10222965440356745,0.4957371518266125,0.10433225508149939
12.984105635239217,475.8182047756819,0.10222965440356745,0.4949262757579885,0.10435420344611468
12.984105635239217,475.817586666194,0.10222965440356745,0.49505174099599075,0.10442796506662269
12.984105635239217,475.817586666194,0.10222965440356745,0.49505174099599075,0.10442796506662269
9.738079226429413,475.81555770929594,0.10222965440356745,0.4957371518266125,0.10433225508149939
9.738079226429413,475.92009474968086,0.10225195094760312,0.49613250391231867,0.1042970646701612
9.738079226429413,475.92009474968086,0.10225195094760312,0.49613250391231867,0.1042970646701612
9.738079226429413,475.8109432830039,0.10222965440356745,0.49689016870204705,0.1046157151068749
9.738079226429413,475.81555770929594,0.10222965440356745,0.4957371518266125,0.10433225508149939
9.738079226429413,475.81555770929594,0.10222965440356745,0.4957371518266125,0.10433225508149939
9.738079226429413,475.919085035744,0.10225195094760312,0.49645287860611337,0.10427502334851396
9.738079226429413,475.919085035744,0.10225195094760312,0.49645287860611337,0.10427502334851396
9.738079226429413,475.81555770929594,0.10222965440356745,0.4957371518266125,0.10433225508149939
9.738079226429413,475.8165796893636,0.10222965440356745,0.49548417639750614,0.10426652557953346
9.738079226429413,475.70937683942043,0.10220735785953178,0.4957841036386268,0.10442945473717322
9.738079226429413,475.4960597902631,0.10216276477146043,0.4964032480839701,0.10432869082006528
