Beta,Energy,density,assortativity_norm,clustering
637.1337611324007,3.0178233177021583,0.09973244147157191,0.493917639036038,0.0979047699266886
637.1337611324007,3.0178233177021583,0.09973244147157191,0.493917639036038,0.0979047699266886
637.1337611324007,3.0178233177021583,0.09973244147157191,0.493917639036038,0.0979047699266886
637.1337611324007,3.0176833339979785,0.09968784838350056,0.49371050726615595,0.09801578234699769
637.1337611324007,3.017783592630826,0.09968784838350056,0.4934670463653177,0.098220740292289
637.1337611324007,3.0183767796884293,0.09971014492753623,0.4935652338219681,0.09802880401445249
637.1337611324007,3.0183767796884293,0.09971014492753623,0.4935652338219681,0.09802880401445249
637.1337611324007,3.0183767796884293,0.09971014492753623,0.4935652338219681,0.09802880401445249
637.1337611324007,3.018173249539278,0.09979933110367893,0.49378270645620675,0.0981251906861544
637.1337611324007,3.018173249539278,0.09979933110367893,0.49378270645620675,0.0981251906861544
637.1337611324007,3.018173249539278,0.09979933110367893,0.49378270645620675,0.0981251906861544
637.1337611324007,3.019445547213354,0.0998216276477146,0.4936248349492169,0.0979936058992366
637.1337611324007,3.0165117429969617,0.09979933110367893,0.4944977157573602,0.09789313497928123
637.1337611324007,3.014987408664168,0.09979933110367893,0.49489913011135894,0.09792290652515954
637.1337611324007,3.014987408664168,0.09979933110367893,0.49489913011135894,0.09792290652515954
637.1337611324007,3.0124700717020922,0.09973244147157191,0.4953493060228205,0.09798839268670166
637.1337611324007,3.009420217825613,0.09966555183946488,0.49627932128415747,0.09774054121240532
637.1337611324007,3.009420217825613,0.09966555183946488,0.49627932128415747,0.09774054121240532
637.1337611324007,3.0078452412752905,0.09964325529542921,0.49647955361487744,0.09791363830534708
637.1337611324007,3.0078452412752905,0.09964325529542921,0.49647955361487744,0.09791363830534708
637.1337611324007,3.0078452412752905,0.09964325529542921,0.49647955361487744,0.09791363830534708
637.1337611324007,3.0043226603345135,0.09959866220735786,0.4974638768245818,0.09780407633792482
637.1337611324007,3.0045761466626693,0.09953177257525084,0.497076772132597,0.09791803602528674
637.1337611324007,3.0072827054302165,0.09959866220735786,0.49667930558604095,0.09775110717345697
637.1337611324007,3.0072827054302165,0.09959866220735786,0.49667930558604095,0.09775110717345697
637.1337611324007,3.00752997981174,0.09957636566332219,0.49646553784921105,0.09782582516218336
637.1337611324007,3.0054264922980867,0.0995540691192865,0.4969823170031312,0.09784016277918398
637.1337611324007,3.0054264922980867,0.0995540691192865,0.4969823170031312,0.09784016277918398
637.1337611324007,3.0069748246011176,0.09957636566332219,0.4967167212560799,0.0977365836744536
637.1337611324007,3.0063557923786854,0.09948717948717949,0.4969307500796162,0.09745141399011646
637.1337611324007,3.0058454854663825,0.09950947603121515,0.49747208395831866,0.0971356035373377
637.1337611324007,3.0056382127572476,0.09948717948717949,0.49755835350707167,0.09704728823912812
637.1337611324007,3.0027677385523925,0.09939799331103678,0.4981757275344386,0.09698677776942932
637.1337611324007,3.0024704867853558,0.09950947603121515,0.4983197710681544,0.09724067718524933
637.1337611324007,3.0002940497631467,0.09950947603121515,0.49872813040916125,0.09744026301549714
637.1337611324007,2.9998529928760123,0.09957636566332219,0.4988345662595595,0.09764460639839062
637.1337611324007,2.9998529928760123,0.09957636566332219,0.4988345662595595,0.09764460639839062
637.1337611324007,2.998439390586004,0.09962095875139354,0.49931652799147686,0.09769194915879176
637.1337611324007,2.9943873520679993,0.09957636566332219,0.5002401682013285,0.09778348606403058
637.1337611324007,2.993449300938215,0.09953177257525084,0.5005558048064729,0.09761208594969158
637.1337611324007,2.9941910976010613,0.0995540691192865,0.5002297915660071,0.09778431963847538
637.1337611324007,2.9943640318082485,0.0995540691192865,0.5002728823408941,0.0976964528890148
637.1337611324007,2.9943640318082485,0.0995540691192865,0.5002728823408941,0.0976964528890148
637.1337611324007,2.9943640318082485,0.0995540691192865,0.5002728823408941,0.0976964528890148
637.1337611324007,2.994738691623783,0.0995540691192865,0.49982076737913167,0.09802607193207251
637.1337611324007,2.9921416423816876,0.09946488294314382,0.5005880578814365,0.09774867181521052
637.1337611324007,2.989780229106151,0.09948717948717949,0.5010931945758406,0.09796820763328289
637.1337611324007,2.989780229106151,0.09948717948717949,0.5010931945758406,0.09796820763328289
637.1337611324007,2.9915456441821755,0.09953177257525084,0.5006706775671649,0.09801763981340651
637.1337611324007,2.9910451901840593,0.09946488294314382,0.5007690841987931,0.09787276387857537
424.75584075493373,2.9910451901840593,0.09946488294314382,0.5007690841987931,0.09787276387857537
424.75584075493373,2.9910451901840593,0.09946488294314382,0.5007690841987931,0.09787276387857537
424.75584075493373,2.988103019560616,0.09942028985507247,0.5016320315114363,0.0977218685785378
424.75584075493373,2.989086911778897,0.09939799331103678,0.501285183939322,0.09772414631287309
424.75584075493373,2.986083070532663,0.09942028985507247,0.5020849938477809,0.09783659583715734
424.75584075493373,2.9831768468198807,0.09937569676700111,0.5026784333873691,0.09793288856944762
424.75584075493373,2.982451302935716,0.09937569676700111,0.5028514796074537,0.09796423383063685
424.75584075493373,2.9771421413017247,0.09933110367892976,0.5042848545401918,0.09790998620252403
424.75584075493373,2.9785516630743354,0.0993088071348941,0.5036869211099485,0.0980364572602686
424.75584075493373,2.9791125339623807,0.09928651059085841,0.5033641382194907,0.09813024867428266
424.75584075493373,2.977850220731504,0.09937569676700111,0.504203939502758,0.09791985485639505
424.75584075493373,2.980984015279252,0.09928651059085841,0.5035110147076906,0.09748388233396434
424.75584075493373,2.979014574175532,0.09921962095875139,0.5038764084552368,0.09748194862381544
424.75584075493373,2.9781416138290533,0.09919732441471572,0.5041762757301702,0.09737012713966027
424.75584075493373,2.97560806409662,0.09913043478260869,0.5047709789680104,0.09730222617291015
424.75584075493373,2.9761998174686006,0.09910813823857302,0.5043127401667847,0.09751678811929333
424.75584075493373,2.976754040626034,0.09921962095875139,0.504331586568653,0.09765965687169817
424.75584075493373,2.9772432619727227,0.09933110367892976,0.5044486684727112,0.09772646764688521
424.75584075493373,2.9779426483590985,0.0993088071348941,0.5044459273955244,0.0974776953559526
424.75584075493373,2.9731225636162,0.09926421404682274,0.5054902972581972,0.09766194893883166
424.75584075493373,2.9731225636162,0.09926421404682274,0.5054902972581972,0.09766194893883166
424.75584075493373,2.9731225636162,0.09926421404682274,0.5054902972581972,0.09766194893883166
424.75584075493373,2.9731225636162,0.09926421404682274,0.5054902972581972,0.09766194893883166
424.75584075493373,2.9731225636162,0.09926421404682274,0.5054902972581972,0.09766194893883166
424.75584075493373,2.9692804478702364,0.0993088071348941,0.5064480718484756,0.09791277856048813
424.75584075493373,2.9692804478702364,0.0993088071348941,0.5064480718484756,0.09791277856048813
424.75584075493373,2.9692804478702364,0.0993088071348941,0.5064480718484756,0.09791277856048813
424.75584075493373,2.968243477665565,0.09939799331103678,0.5068294103108859,0.09807845458600575
424.75584075493373,2.967294911186043,0.09937569676700111,0.5071033730771939,0.09801178332539595
424.75584075493373,2.9667071003621217,0.09939799331103678,0.507328323230619,0.09801854196197245
424.75584075493373,2.9667071003621217,0.09939799331103678,0.507328323230619,0.09801854196197245
424.75584075493373,2.965874848011285,0.09942028985507247,0.5075262048535154,0.098117241029633
424.75584075493373,2.963068070739253,0.09944258639910813,0.5081600178742482,0.0983346123806166
424.75584075493373,2.963068070739253,0.09944258639910813,0.5081600178742482,0.0983346123806166
424.75584075493373,2.96447482564077,0.09942028985507247,0.5079046731436879,0.09813525219713488
424.75584075493373,2.96447482564077,0.09942028985507247,0.5079046731436879,0.09813525219713488
424.75584075493373,2.96447482564077,0.09942028985507247,0.5079046731436879,0.09813525219713488
